Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","89","Guatemala","5318","Milk Animals","882","Milk, whole fresh cow","2020","2020","Head","709909","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5420","Yield","1020","Milk, whole fresh goat","2020","2020","hg/An","1819","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","1020","Milk, whole fresh goat","2020","2020","tonnes","2588","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5318","Milk Animals","1020","Milk, whole fresh goat","2020","2020","Head","14226","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5111","Stocks","1110","Mules","2020","2020","Head","38787","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","702","Nutmeg, mace and cardamoms","2020","2020","ha","75007","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","702","Nutmeg, mace and cardamoms","2020","2020","hg/ha","5148","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","702","Nutmeg, mace and cardamoms","2020","2020","tonnes","38610","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","234","Nuts nes","2020","2020","ha","6188","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","234","Nuts nes","2020","2020","hg/ha","54502","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","234","Nuts nes","2020","2020","tonnes","33726","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","868","Offals, edible, cattle","2020","2020","tonnes","22745","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5320","Producing Animals/Slaughtered","868","Offals, edible, cattle","2020","2020","Head","1135782","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","1018","Offals, edible, goats","2020","2020","tonnes","44","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5320","Producing Animals/Slaughtered","1018","Offals, edible, goats","2020","2020","Head","14587","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","1098","Offals, horses","2020","2020","tonnes","54","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5320","Producing Animals/Slaughtered","1098","Offals, horses","2020","2020","Head","19472","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","1036","Offals, pigs, edible","2020","2020","tonnes","5557","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5320","Producing Animals/Slaughtered","1036","Offals, pigs, edible","2020","2020","Head","1294955","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","978","Offals, sheep,edible","2020","2020","tonnes","415","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5320","Producing Animals/Slaughtered","978","Offals, sheep,edible","2020","2020","Head","138186","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","254","Oil palm fruit","2020","2020","ha","198000","*","Unofficial figure"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","254","Oil palm fruit","2020","2020","hg/ha","146289","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","254","Oil palm fruit","2020","2020","tonnes","2896513","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","430","Okra","2020","2020","ha","1037","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","430","Okra","2020","2020","hg/ha","61919","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","430","Okra","2020","2020","tonnes","6421","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","403","Onions, dry","2020","2020","ha","5111","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","403","Onions, dry","2020","2020","hg/ha","307541","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","403","Onions, dry","2020","2020","tonnes","157184","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","490","Oranges","2020","2020","ha","5177","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","490","Oranges","2020","2020","hg/ha","347945","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","490","Oranges","2020","2020","tonnes","180131","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","600","Papayas","2020","2020","ha","3323","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","600","Papayas","2020","2020","hg/ha","307788","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","600","Papayas","2020","2020","tonnes","102278","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","534","Peaches and nectarines","2020","2020","ha","3087","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","534","Peaches and nectarines","2020","2020","hg/ha","155177","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","534","Peaches and nectarines","2020","2020","tonnes","47903","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","417","Peas, green","2020","2020","ha","4400","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","417","Peas, green","2020","2020","hg/ha","71361","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","417","Peas, green","2020","2020","tonnes","31399","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","687","Pepper (piper spp.)","2020","2020","ha","1257","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","687","Pepper (piper spp.)","2020","2020","hg/ha","6189","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","687","Pepper (piper spp.)","2020","2020","tonnes","778","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5111","Stocks","1034","Pigs","2020","2020","Head","2961099","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","574","Pineapples","2020","2020","ha","13007","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","574","Pineapples","2020","2020","hg/ha","277515","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","574","Pineapples","2020","2020","tonnes","360964","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","489","Plantains and others","2020","2020","ha","15472","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","489","Plantains and others","2020","2020","hg/ha","217455","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","489","Plantains and others","2020","2020","tonnes","336447","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","116","Potatoes","2020","2020","ha","23044","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","116","Potatoes","2020","2020","hg/ha","255928","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","116","Potatoes","2020","2020","tonnes","589761","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","211","Pulses nes","2020","2020","ha","3633","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","211","Pulses nes","2020","2020","hg/ha","68808","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","211","Pulses nes","2020","2020","tonnes","24998","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","27","Rice, paddy","2020","2020","ha","10800","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","27","Rice, paddy","2020","2020","hg/ha","29630","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","27","Rice, paddy","2020","2020","tonnes","32000","*","Unofficial figure"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","21344","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","836","Rubber, natural","2020","2020","ha","110400","*","Unofficial figure"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","836","Rubber, natural","2020","2020","hg/ha","39530","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","836","Rubber, natural","2020","2020","tonnes","436409","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","328","Seed cotton","2020","2020","ha","942","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","328","Seed cotton","2020","2020","hg/ha","27877","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","328","Seed cotton","2020","2020","tonnes","2626","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","289","Sesame seed","2020","2020","ha","37000","*","Unofficial figure"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","289","Sesame seed","2020","2020","hg/ha","9459","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","289","Sesame seed","2020","2020","tonnes","35000","*","Unofficial figure"
"QCL","Crops and livestock products","89","Guatemala","5111","Stocks","976","Sheep","2020","2020","Head","606478","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","789","Sisal","2020","2020","ha","","M","Data not available"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","789","Sisal","2020","2020","tonnes","","M","Data not available"
"QCL","Crops and livestock products","89","Guatemala","5420","Yield","1025","Skins, goat, fresh","2020","2020","hg/An","25","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","1025","Skins, goat, fresh","2020","2020","tonnes","36","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5320","Producing Animals/Slaughtered","1025","Skins, goat, fresh","2020","2020","Head","14587","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5420","Yield","995","Skins, sheep, fresh","2020","2020","hg/An","25","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","995","Skins, sheep, fresh","2020","2020","tonnes","344","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5320","Producing Animals/Slaughtered","995","Skins, sheep, fresh","2020","2020","Head","138186","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","83","Sorghum","2020","2020","ha","21478","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","83","Sorghum","2020","2020","hg/ha","19555","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","83","Sorghum","2020","2020","tonnes","42000","*","Unofficial figure"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","236","Soybeans","2020","2020","ha","16000","*","Unofficial figure"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","236","Soybeans","2020","2020","hg/ha","25625","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","236","Soybeans","2020","2020","tonnes","41000","*","Unofficial figure"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","723","Spices nes","2020","2020","ha","583","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","723","Spices nes","2020","2020","hg/ha","6981","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","723","Spices nes","2020","2020","tonnes","407","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","544","Strawberries","2020","2020","ha","750","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","544","Strawberries","2020","2020","hg/ha","212653","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","544","Strawberries","2020","2020","tonnes","15949","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","156","Sugar cane","2020","2020","ha","251020","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","156","Sugar cane","2020","2020","hg/ha","1129402","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","156","Sugar cane","2020","2020","tonnes","28350253","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","122","Sweet potatoes","2020","2020","ha","18","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","122","Sweet potatoes","2020","2020","hg/ha","64444","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","122","Sweet potatoes","2020","2020","tonnes","116","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","667","Tea","2020","2020","ha","1174","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","667","Tea","2020","2020","hg/ha","4583","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","667","Tea","2020","2020","tonnes","538","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","826","Tobacco, unmanufactured","2020","2020","ha","15098","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","826","Tobacco, unmanufactured","2020","2020","hg/ha","20636","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","826","Tobacco, unmanufactured","2020","2020","tonnes","31156","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","388","Tomatoes","2020","2020","ha","8523","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","388","Tomatoes","2020","2020","hg/ha","396427","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","388","Tomatoes","2020","2020","tonnes","337875","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","463","Vegetables, fresh nes","2020","2020","ha","19187","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","463","Vegetables, fresh nes","2020","2020","hg/ha","80434","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","463","Vegetables, fresh nes","2020","2020","tonnes","154328","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","420","Vegetables, leguminous nes","2020","2020","ha","30387","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","420","Vegetables, leguminous nes","2020","2020","hg/ha","9718","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","420","Vegetables, leguminous nes","2020","2020","tonnes","29530","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","567","Watermelons","2020","2020","ha","2666","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","567","Watermelons","2020","2020","hg/ha","429396","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","567","Watermelons","2020","2020","tonnes","114477","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","15","Wheat","2020","2020","ha","390","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","15","Wheat","2020","2020","hg/ha","21410","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","15","Wheat","2020","2020","tonnes","835","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5111","Stocks","1107","Asses","2020","2020","Head","1010","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","572","Avocados","2020","2020","ha","621","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","572","Avocados","2020","2020","hg/ha","122641","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","572","Avocados","2020","2020","tonnes","7616","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","486","Bananas","2020","2020","ha","571","","Official data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","486","Bananas","2020","2020","hg/ha","301313","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","486","Bananas","2020","2020","tonnes","17205","","Official data"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","414","Beans, green","2020","2020","ha","954","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","414","Beans, green","2020","2020","hg/ha","93050","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","414","Beans, green","2020","2020","tonnes","8877","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5114","Stocks","1181","Beehives","2020","2020","No","4362","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","181","Broad beans, horse beans, dry","2020","2020","ha","59","","Official data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","181","Broad beans, horse beans, dry","2020","2020","hg/ha","141356","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","181","Broad beans, horse beans, dry","2020","2020","tonnes","834","","Official data"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","358","Cabbages and other brassicas","2020","2020","ha","235","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","358","Cabbages and other brassicas","2020","2020","hg/ha","512255","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","358","Cabbages and other brassicas","2020","2020","tonnes","12038","","Official data"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","591","Cashewapple","2020","2020","ha","1","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","591","Cashewapple","2020","2020","hg/ha","50000","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","591","Cashewapple","2020","2020","tonnes","5","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","125","Cassava","2020","2020","ha","1320","","Official data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","125","Cassava","2020","2020","hg/ha","475826","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","125","Cassava","2020","2020","tonnes","62809","","Official data"
"QCL","Crops and livestock products","91","Guyana","5111","Stocks","866","Cattle","2020","2020","Head","96119","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","531","Cherries","2020","2020","ha","63","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","531","Cherries","2020","2020","hg/ha","345238","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","531","Cherries","2020","2020","tonnes","2175","","Official data"
"QCL","Crops and livestock products","91","Guyana","5112","Stocks","1057","Chickens","2020","2020","1000 Head","30290","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","401","Chillies and peppers, green","2020","2020","ha","222","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","401","Chillies and peppers, green","2020","2020","hg/ha","581892","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","401","Chillies and peppers, green","2020","2020","tonnes","12918","","Official data"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","661","Cocoa, beans","2020","2020","ha","1170","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","661","Cocoa, beans","2020","2020","hg/ha","4094","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","661","Cocoa, beans","2020","2020","tonnes","479","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","249","Coconuts","2020","2020","ha","11790","","Official data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","249","Coconuts","2020","2020","hg/ha","125946","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","249","Coconuts","2020","2020","tonnes","148490","","Official data"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","656","Coffee, green","2020","2020","ha","458","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","656","Coffee, green","2020","2020","hg/ha","7860","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","656","Coffee, green","2020","2020","tonnes","360","*","Unofficial figure"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","195","Cow peas, dry","2020","2020","ha","89","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","195","Cow peas, dry","2020","2020","hg/ha","16966","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","195","Cow peas, dry","2020","2020","tonnes","151","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","397","Cucumbers and gherkins","2020","2020","ha","40","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","397","Cucumbers and gherkins","2020","2020","hg/ha","704250","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","397","Cucumbers and gherkins","2020","2020","tonnes","2817","","Official data"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","399","Eggplants (aubergines)","2020","2020","ha","302","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","399","Eggplants (aubergines)","2020","2020","hg/ha","1536788","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","399","Eggplants (aubergines)","2020","2020","tonnes","46411","","Official data"
"QCL","Crops and livestock products","91","Guyana","5410","Yield","1062","Eggs, hen, in shell","2020","2020","100mg/An","48783","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5413","Yield","1062","Eggs, hen, in shell","2020","2020","No/An","98","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","1062","Eggs, hen, in shell","2020","2020","tonnes","3127","*","Unofficial figure"
"QCL","Crops and livestock products","91","Guyana","5513","Production","1062","Eggs, hen, in shell","2020","2020","1000 No","62533","","Official data"
"QCL","Crops and livestock products","91","Guyana","5313","Laying","1062","Eggs, hen, in shell","2020","2020","1000 Head","641","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5510","Production","869","Fat, cattle","2020","2020","tonnes","76","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5320","Producing Animals/Slaughtered","869","Fat, cattle","2020","2020","Head","15526","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5510","Production","1019","Fat, goats","2020","2020","tonnes","11","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5320","Producing Animals/Slaughtered","1019","Fat, goats","2020","2020","Head","27461","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5510","Production","1037","Fat, pigs","2020","2020","tonnes","55","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5320","Producing Animals/Slaughtered","1037","Fat, pigs","2020","2020","Head","12390","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5510","Production","979","Fat, sheep","2020","2020","tonnes","28","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5320","Producing Animals/Slaughtered","979","Fat, sheep","2020","2020","Head","56059","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","512","Fruit, citrus nes","2020","2020","ha","367","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","512","Fruit, citrus nes","2020","2020","hg/ha","23706","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","512","Fruit, citrus nes","2020","2020","tonnes","870","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","619","Fruit, fresh nes","2020","2020","ha","1041","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","619","Fruit, fresh nes","2020","2020","hg/ha","6724","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","619","Fruit, fresh nes","2020","2020","tonnes","700","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","603","Fruit, tropical fresh nes","2020","2020","ha","1358","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","603","Fruit, tropical fresh nes","2020","2020","hg/ha","62644","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","603","Fruit, tropical fresh nes","2020","2020","tonnes","8507","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","720","Ginger","2020","2020","ha","2781","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","720","Ginger","2020","2020","hg/ha","122316","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","720","Ginger","2020","2020","tonnes","34016","","Official data"
"QCL","Crops and livestock products","91","Guyana","5111","Stocks","1016","Goats","2020","2020","Head","83208","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","507","Grapefruit (inc. pomelos)","2020","2020","ha","435","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","507","Grapefruit (inc. pomelos)","2020","2020","hg/ha","27356","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","507","Grapefruit (inc. pomelos)","2020","2020","tonnes","1190","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","242","Groundnuts, with shell","2020","2020","ha","42","","Official data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","242","Groundnuts, with shell","2020","2020","hg/ha","193333","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","242","Groundnuts, with shell","2020","2020","tonnes","812","","Official data"
"QCL","Crops and livestock products","91","Guyana","5420","Yield","919","Hides, cattle, fresh","2020","2020","hg/An","294","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","919","Hides, cattle, fresh","2020","2020","tonnes","457","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5320","Producing Animals/Slaughtered","919","Hides, cattle, fresh","2020","2020","Head","15526","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5510","Production","1182","Honey, natural","2020","2020","tonnes","86","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5111","Stocks","1096","Horses","2020","2020","Head","2407","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","497","Lemons and limes","2020","2020","ha","195","","Official data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","497","Lemons and limes","2020","2020","hg/ha","340462","Fc","Calculated data"
